# Metadata
# Device,Jetson Nano
# GPS Model,UBlox NEO-6M
# Recording Start,2025-04-20T05:49:55.163882
Timestamp,Latitude,Longitude
2025-04-20T05:49:56.919111,-0.9151363333333333,100.46092433333334
2025-04-20T05:49:57.459961,-0.9151363333333333,100.46092433333334
2025-04-20T05:49:57.939677,-0.9151363333333333,100.46092433333334
2025-04-20T05:49:58.419536,-0.9151363333333333,100.46092433333334
2025-04-20T05:49:59.071342,-0.9151363333333333,100.46092433333334
2025-04-20T05:49:59.597863,-0.9151363333333333,100.46092433333334
2025-04-20T05:50:00.073692,-0.9151364999999999,100.46092433333334
2025-04-20T05:50:00.596262,-0.9151364999999999,100.46092433333334
2025-04-20T05:50:00.994890,-0.9151364999999999,100.46092433333334
2025-04-20T05:50:01.559102,-0.9151364999999999,100.46092449999999
2025-04-20T05:50:02.067004,-0.9151364999999999,100.46092449999999
2025-04-20T05:50:02.561194,-0.9151363333333333,100.46092449999999
2025-04-20T05:50:02.968368,-0.9151363333333333,100.46092466666666
2025-04-20T05:50:03.438828,-0.9151363333333333,100.46092466666666
2025-04-20T05:50:03.890797,-0.9151363333333333,100.46092466666666
2025-04-20T05:50:04.392160,-0.9151364999999999,100.46092466666666
2025-04-20T05:50:04.873707,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:05.267499,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:05.703222,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:06.099413,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:06.419083,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:06.884412,-0.9151364999999999,100.46092483333332
2025-04-20T05:50:07.228502,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:07.566548,-0.9151364999999999,100.46092483333332
2025-04-20T05:50:07.886093,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:08.217716,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:08.532962,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:08.851591,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:09.166231,-0.9151363333333333,100.46092500000002
2025-04-20T05:50:09.482939,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:09.801386,-0.9151363333333333,100.46092483333332
2025-04-20T05:50:10.119395,-0.9151363333333333,100.46092466666666
2025-04-20T05:50:10.433430,-0.9151363333333333,100.46092466666666
2025-04-20T05:50:10.768831,-0.9151364999999999,100.46092466666666
2025-04-20T05:50:11.082959,-0.9151364999999999,100.46092466666666
2025-04-20T05:50:11.400748,-0.9151364999999999,100.46092466666666
2025-04-20T05:50:11.717416,-0.9151364999999999,100.46092466666666
2025-04-20T05:50:12.034343,-0.9151366666666667,100.46092466666666
2025-04-20T05:50:12.351313,-0.9151364999999999,100.46092466666666
2025-04-20T05:50:12.667643,-0.9151364999999999,100.46092449999999
2025-04-20T05:50:12.984767,-0.9151364999999999,100.46092466666666
2025-04-20T05:50:13.427921,-0.9151366666666667,100.46092449999999
2025-04-20T05:50:13.786395,-0.9151364999999999,100.46092449999999
2025-04-20T05:50:14.122717,-0.9151366666666667,100.46092449999999
2025-04-20T05:50:14.501500,-0.9151366666666667,100.46092449999999
2025-04-20T05:50:14.938882,-0.9151366666666667,100.46092449999999
2025-04-20T05:50:15.286258,-0.9151366666666667,100.46092449999999
2025-04-20T05:50:15.634603,-0.9151366666666667,100.46092449999999
2025-04-20T05:50:16.024023,-0.9151368333333333,100.46092433333334
